item_description,item_description,,,,,,,,,,,
DEERUPT W-GREONE/GREONE/AERBLU,DEERUPT W GREONE/GREONE/AERBLU,DEERUPT,W,GREONE/GREONE/AERBLU,,,,,,,,3
DEERUPT W-CLEORA/CLEORA/OWHITE,DEERUPT W CLEORA/CLEORA/OWHITE,DEERUPT,W,CLEORA/CLEORA/OWHITE,,,,,,,,3
DEERUPT RUNNER-CBLACK/CBLACK/ASHPEA,DEERUPT RUNNER CBLACK/CBLACK/ASHPEA,DEERUPT,RUNNER,CBLACK/CBLACK/ASHPEA,,,,,,,,3
DEERUPT RUNNER-CLOWHI/ASHPEA/FTWWHT,DEERUPT RUNNER CLOWHI/ASHPEA/FTWWHT,DEERUPT,RUNNER,CLOWHI/ASHPEA/FTWWHT,,,,,,,,3
DEERUPT RUNNER-FTWWHT/FTWWHT/CBLACK,DEERUPT RUNNER FTWWHT/FTWWHT/CBLACK,DEERUPT,RUNNER,FTWWHT/FTWWHT/CBLACK,,,,,,,,3
DEERUPT RUNNER-CBLACK/CBLACK/FTWWHT,DEERUPT RUNNER CBLACK/CBLACK/FTWWHT,DEERUPT,RUNNER,CBLACK/CBLACK/FTWWHT,,,,,,,,3
DEERUPT RUNNER-TURBO/TURBO/CBLACK,DEERUPT RUNNER TURBO/TURBO/CBLACK,DEERUPT,RUNNER,TURBO/TURBO/CBLACK,,,,,,,,3
DEERUPT RUNNER-BASGRN/BASGRN/ORANGE,DEERUPT RUNNER BASGRN/BASGRN/ORANGE,DEERUPT,RUNNER,BASGRN/BASGRN/ORANGE,,,,,,,,3
DEERUPT RUNNER-DKBLUE/DKBLUE/ASHBLU,DEERUPT RUNNER DKBLUE/DKBLUE/ASHBLU,DEERUPT,RUNNER,DKBLUE/DKBLUE/ASHBLU,,,,,,,,3
FORTARUN X CF K-DKBLUE/CLELIL/REALIL,FORTARUN X CF K DKBLUE/CLELIL/REALIL,FORTARUN,X,CF,K,DKBLUE/CLELIL/REALIL,,,,,,5
X_PLR J-BRBLUE/CBLACK/FTWWHT,X_PLR J BRBLUE/CBLACK/FTWWHT,X_PLR,J,BRBLUE/CBLACK/FTWWHT,,,,,,,,3
X_PLR J-SHOPNK/CBLACK/FTWWHT,X_PLR J SHOPNK/CBLACK/FTWWHT,X_PLR,J,SHOPNK/CBLACK/FTWWHT,,,,,,,,3
PW TENNIS HU-FTWWHT/FTWWHT/CWHITE,PW TENNIS HU FTWWHT/FTWWHT/CWHITE,PW,TENNIS,HU,FTWWHT/FTWWHT/CWHITE,,,,,,,4
MAD BOUNCE 2018-CBLACK/GOLDMT/CARBON,MAD BOUNCE 2018 CBLACK/GOLDMT/CARBON,MAD,BOUNCE,2018,CBLACK/GOLDMT/CARBON,,,,,,,4
MAD BOUNCE 2018-CBLACK/SILVMT/FTWWHT,MAD BOUNCE 2018 CBLACK/SILVMT/FTWWHT,MAD,BOUNCE,2018,CBLACK/SILVMT/FTWWHT,,,,,,,4
KAMANDA 01-CBROWN/CBROWN/CRYWHT,KAMANDA 01 CBROWN/CBROWN/CRYWHT,KAMANDA,1,CBROWN/CBROWN/CRYWHT,,,,,,,,3
CAMPUS J-MYSINK/CLBLUE/CLBLUE,CAMPUS J MYSINK/CLBLUE/CLBLUE,CAMPUS,J,MYSINK/CLBLUE/CLBLUE,,,,,,,,3
CAMPUS J-REAMAG/CLPINK/CLPINK,CAMPUS J REAMAG/CLPINK/CLPINK,CAMPUS,J,REAMAG/CLPINK/CLPINK,,,,,,,,3
SOBAKOV-FTWWHT/CRYWHT/CRYWHT,SOBAKOV FTWWHT/CRYWHT/CRYWHT,SOBAKOV,FTWWHT/CRYWHT/CRYWHT,,,,,,,,,2
CAMPUS C-MYSINK/CLBLUE/CLBLUE,CAMPUS C MYSINK/CLBLUE/CLBLUE,CAMPUS,C,MYSINK/CLBLUE/CLBLUE,,,,,,,,3
CAMPUS C-REAMAG/CLPINK/CLPINK,CAMPUS C REAMAG/CLPINK/CLPINK,CAMPUS,C,REAMAG/CLPINK/CLPINK,,,,,,,,3
SUPERSTAR-FTWR/WHITE,SUPERSTAR FTWR/WHITE,SUPERSTAR,FTWR/WHITE,,,,,,,,,2
SUPERSTAR-FTWWHT/CROYAL/GOLDMT,SUPERSTAR FTWWHT/CROYAL/GOLDMT,SUPERSTAR,FTWWHT/CROYAL/GOLDMT,,,,,,,,,2
EQT SUPPORT ADV J-SUBGRN/CBLACK/FTWWHT,EQT SUPPORT ADV J SUBGRN/CBLACK/FTWWHT,EQT,SUPPORT,ADV,J,SUBGRN/CBLACK/FTWWHT,,,,,,5
POD-S3.1 C-FTWWHT/FTWWHT/CBLACK,POD S3.1 C FTWWHT/FTWWHT/CBLACK,POD,S3.1,C,FTWWHT/FTWWHT/CBLACK,,,,,,,4
ADILETTE COMFORT-DKBLUE/FTWWHT/DKBLUE,ADILETTE COMFORT DKBLUE/FTWWHT/DKBLUE,ADILETTE,COMFORT,DKBLUE/FTWWHT/DKBLUE,,,,,,,,3
CF RACER TR-NGTRED/TRAMAR/TRAMAR,CF RACER TR NGTRED/TRAMAR/TRAMAR,CF,RACER,TR,NGTRED/TRAMAR/TRAMAR,,,,,,,4
CF RACER TR-ICEPUR/CARBON/MYSRUB,CF RACER TR ICEPUR/CARBON/MYSRUB,CF,RACER,TR,ICEPUR/CARBON/MYSRUB,,,,,,,4
NMD_R1-GREFIV/GREFIV/CBLACK,NMD_R1 GREFIV/GREFIV/CBLACK,NMD_R1,GREFIV/GREFIV/CBLACK,,,,,,,,,2
NMD_R1-CBLACK/CBLACK/GUM3,NMD_R1 CBLACK/CBLACK/GUM3,NMD_R1,CBLACK/CBLACK/GUM3,,,,,,,,,2
ADILETTE COMFORT-CBLACK/FTWWHT/CBLACK,ADILETTE COMFORT CBLACK/FTWWHT/CBLACK,ADILETTE,COMFORT,CBLACK/FTWWHT/CBLACK,,,,,,,,3
VL COURT 2.0-ONIX/FTWWHT/SILVMT,VL COURT 2.0 ONIX/FTWWHT/SILVMT,VL,COURT,2,ONIX/FTWWHT/SILVMT,,,,,,,4
VL COURT 2.0-TRAMAR/FTWWHT/SILVMT,VL COURT 2.0 TRAMAR/FTWWHT/SILVMT,VL,COURT,2,TRAMAR/FTWWHT/SILVMT,,,,,,,4
ALPHABOUNCE RC M-CBLACK/FTWWHT/UTIBLK,ALPHABOUNCE RC M CBLACK/FTWWHT/UTIBLK,ALPHABOUNCE,RC,M,CBLACK/FTWWHT/UTIBLK,,,,,,,4
ULTRABOOST J-HIRBLU/HIRBLU/FTWWHT,ULTRABOOST J HIRBLU/HIRBLU/FTWWHT,ULTRABOOST,J,HIRBLU/HIRBLU/FTWWHT,,,,,,,,3
ULTRABOOST UNCAGED J-CWHITE/ASHGRN/FTWWHT,ULTRABOOST UNCAGED J CWHITE/ASHGRN/FTWWHT,ULTRABOOST,UNCAGED,J,CWHITE/ASHGRN/FTWWHT,,,,,,,4
ULTRABOOST UNCAGED J-TECINK/CBLACK/CLOWHI,ULTRABOOST UNCAGED J TECINK/CBLACK/CLOWHI,ULTRABOOST,UNCAGED,J,TECINK/CBLACK/CLOWHI,,,,,,,4
CLOUDFOAM PURE-RAWGRE/TECINK/CBLACK,CLOUDFOAM PURE RAWGRE/TECINK/CBLACK,CLOUDFOAM,PURE,RAWGRE/TECINK/CBLACK,,,,,,,,3
CF RACER TR-CBLACK/FTWWHT/HIRERE,CF RACER TR CBLACK/FTWWHT/HIRERE,CF,RACER,TR,CBLACK/FTWWHT/HIRERE,,,,,,,4
ALTASWIM I-HIRAQU/HIRAQU/MYSINK,ALTASWIM I HIRAQU/HIRAQU/MYSINK,ALTASWIM,I,HIRAQU/HIRAQU/MYSINK,,,,,,,,3
ALTASWIM I-CHACOR/CHACOR/CLEORA,ALTASWIM I CHACOR/CHACOR/CLEORA,ALTASWIM,I,CHACOR/CHACOR/CLEORA,,,,,,,,3
CF RACER TR-CBLACK/CBLACK/GREFIV,CF RACER TR CBLACK/CBLACK/GREFIV,CF,RACER,TR,CBLACK/CBLACK/GREFIV,,,,,,,4
CF ADVANTAGE-DKBLUE/FTWWHT/CBLACK,CF ADVANTAGE DKBLUE/FTWWHT/CBLACK,CF,ADVANTAGE,DKBLUE/FTWWHT/CBLACK,,,,,,,,3
CF RACER TR-BASE GREEN,CF RACER TR BASE GREEN,CF,RACER,TR,BASE,GREEN,,,,,,5
QTFLEX-ASHGRN/RAWGRN/CLEMIN,QTFLEX ASHGRN/RAWGRN/CLEMIN,QTFLEX,ASHGRN/RAWGRN/CLEMIN,,,,,,,,,2
QTFLEX-MYSRUB/TRAMAR/MAROON,QTFLEX MYSRUB/TRAMAR/MAROON,QTFLEX,MYSRUB/TRAMAR/MAROON,,,,,,,,,2
GALAXY 4 M-CARBON/CBLACK/FTWWHT,GALAXY 4 M CARBON/CBLACK/FTWWHT,GALAXY,4,M,CARBON/CBLACK/FTWWHT,,,,,,,4
VL COURT 2.0-GRETHR/FTWWHT/FTWWHT,VL COURT 2.0 GRETHR/FTWWHT/FTWWHT,VL,COURT,2,GRETHR/FTWWHT/FTWWHT,,,,,,,4
GALAXY 4 M-CBLACK/CBLACK/SOLRED,GALAXY 4 M CBLACK/CBLACK/SOLRED,GALAXY,4,M,CBLACK/CBLACK/SOLRED,,,,,,,4
VL COURT 2.0-CORE BLACK,VL COURT 2.0 CORE BLACK,VL,COURT,2,CORE,BLACK,,,,,,5
DURAMO SLIDE - BROYAL/LUCBLU/BROYAL,DURAMO SLIDE   BROYAL/LUCBLU/BROYAL,DURAMO,SLIDE,BROYAL/LUCBLU/BROYAL,,,,,,,,3
DURAMO SLIDE-CLONIX/GREY/CLONIX,DURAMO SLIDE CLONIX/GREY/CLONIX,DURAMO,SLIDE,CLONIX/GREY/CLONIX,,,,,,,,3
GALAXY 4 M-CBLACK/FTWWHT/SCARLE,GALAXY 4 M CBLACK/FTWWHT/SCARLE,GALAXY,4,M,CBLACK/FTWWHT/SCARLE,,,,,,,4
GALAXY 4 M-LEGINK/FTWWHT/BRBLUE,GALAXY 4 M LEGINK/FTWWHT/BRBLUE,GALAXY,4,M,LEGINK/FTWWHT/BRBLUE,,,,,,,4
LITE RACER-TECINK/CLEMIN/FTWWHT,LITE RACER TECINK/CLEMIN/FTWWHT,LITE,RACER,TECINK/CLEMIN/FTWWHT,,,,,,,,3
CF RACER TR-CORE BLACK,CF RACER TR CORE BLACK,CF,RACER,TR,CORE,BLACK,,,,,,5
CF LITE RACER-DKBLUE/CBLACK/DKBLUE,CF LITE RACER DKBLUE/CBLACK/DKBLUE,CF,LITE,RACER,DKBLUE/CBLACK/DKBLUE,,,,,,,4
CF LITE RACER-BASGRN/CBLACK/BASGRN,CF LITE RACER BASGRN/CBLACK/BASGRN,CF,LITE,RACER,BASGRN/CBLACK/BASGRN,,,,,,,4
ENERGY CLOUD 2-CORE BLACK,ENERGY CLOUD 2 CORE BLACK,ENERGY,CLOUD,2,CORE,BLACK,,,,,,5
QUESTAR RIDE-GREY/FTWWHT/ONIX,QUESTAR RIDE GREY/FTWWHT/ONIX,QUESTAR,RIDE,GREY/FTWWHT/ONIX,,,,,,,,3
QUESTAR RIDE-MAROON/MAROON/GUM4,QUESTAR RIDE MAROON/MAROON/GUM4,QUESTAR,RIDE,MAROON/MAROON/GUM4,,,,,,,,3
QUESTAR RIDE-CORE BLACK/CORE BLACK/GREY FIVE F17,QUESTAR RIDE CORE BLACK/CORE BLACK/GREY FIVE F17,QUESTAR,RIDE,CORE,BLACK/CORE,BLACK/GREY,FIVE,F17,,,,7
PRO SPARK 2018-NGTCAR/FTWWHT/SESAME,PRO SPARK 2018 NGTCAR/FTWWHT/SESAME,PRO,SPARK,2018,NGTCAR/FTWWHT/SESAME,,,,,,,4
NADO 16 SHO Y-UNIBLU/CRABLU/WHITE,NADO 16 SHO Y UNIBLU/CRABLU/WHITE,NADO,16,SHO,Y,UNIBLU/CRABLU/WHITE,,,,,,5
NADO 16 SHO Y-BLACK/DGSOGR/CHSOGR,NADO 16 SHO Y BLACK/DGSOGR/CHSOGR,NADO,16,SHO,Y,BLACK/DGSOGR/CHSOGR,,,,,,5
NADO 16 SHO Y-RED/UNIORA/BYELLO,NADO 16 SHO Y RED/UNIORA/BYELLO,NADO,16,SHO,Y,RED/UNIORA/BYELLO,,,,,,5
TIRO SB-BLACK/DKGREY/WHITE,TIRO SB BLACK/DKGREY/WHITE,TIRO,SB,BLACK/DKGREY/WHITE,,,,,,,,3
VS SKATE-CBLACK/CBLACK/UTIBLK,VS SKATE CBLACK/CBLACK/UTIBLK,VS,SKATE,CBLACK/CBLACK/UTIBLK,,,,,,,,3
CF ADVANTAGE-CBLACK/FTWWHT/MSILVE,CF ADVANTAGE CBLACK/FTWWHT/MSILVE,CF,ADVANTAGE,CBLACK/FTWWHT/MSILVE,,,,,,,,3
VS PACE-COLLEGIATE NAVY,VS PACE COLLEGIATE NAVY,VS,PACE,COLLEGIATE,NAVY,,,,,,,4
VS PACE-CORE BLACK,VS PACE CORE BLACK,VS,PACE,CORE,BLACK,,,,,,,4
VS EASY VULC-CONAVY/FTWWHT/SCARLE,VS EASY VULC CONAVY/FTWWHT/SCARLE,VS,EASY,VULC,CONAVY/FTWWHT/SCARLE,,,,,,,4
VS EASY VULC-DGSOGR/FTWWHT/FTWWHT,VS EASY VULC DGSOGR/FTWWHT/FTWWHT,VS,EASY,VULC,DGSOGR/FTWWHT/FTWWHT,,,,,,,4
ADVANTAGE CLEAN VS-FTWWHT/FTWWHT/FTWWHT,ADVANTAGE CLEAN VS FTWWHT/FTWWHT/FTWWHT,ADVANTAGE,CLEAN,VS,FTWWHT/FTWWHT/FTWWHT,,,,,,,4
YEEZY BOOST 700-MGH SOLID GREY,YEEZY BOOST 700 MGH SOLID GREY,YEEZY,BOOST,700,MGH,SOLID,GREY,,,,,6
CF RACER TR-DKBLUE/TECINK/HIRERE,CF RACER TR DKBLUE/TECINK/HIRERE,CF,RACER,TR,DKBLUE/TECINK/HIRERE,,,,,,,4
PUREBOOST DPR W-ASHSIL/RAWGRN/AERGRN,PUREBOOST DPR W ASHSIL/RAWGRN/AERGRN,PUREBOOST,DPR,W,ASHSIL/RAWGRN/AERGRN,,,,,,,4
SAMBA OG-FTWWHT/CGREEN/CRYWHT,SAMBA OG FTWWHT/CGREEN/CRYWHT,SAMBA,OG,FTWWHT/CGREEN/CRYWHT,,,,,,,,3
QUESTAR DRIVE K-CBLACK/FTWWHT/BRCYAN,QUESTAR DRIVE K CBLACK/FTWWHT/BRCYAN,QUESTAR,DRIVE,K,CBLACK/FTWWHT/BRCYAN,,,,,,,4
SAMBA OG-FTWWHT/CBLACK/CGRANI,SAMBA OG FTWWHT/CBLACK/CGRANI,SAMBA,OG,FTWWHT/CBLACK/CGRANI,,,,,,,,3
SAMBA OG-CBLACK/FTWWHT/GUM5,SAMBA OG CBLACK/FTWWHT/GUM5,SAMBA,OG,CBLACK/FTWWHT/GUM5,,,,,,,,3
ULTRABOOST LACELESS W-ORCHID TINT S18,ULTRABOOST LACELESS W ORCHID TINT S18,ULTRABOOST,LACELESS,W,ORCHID,TINT,S18,,,,,6
ULTRABOOST LACELESS W-FTWR WHITE,ULTRABOOST LACELESS W FTWR WHITE,ULTRABOOST,LACELESS,W,FTWR,WHITE,,,,,,5
ULTRABOOST UNCAGED W-TRUE PINK,ULTRABOOST UNCAGED W TRUE PINK,ULTRABOOST,UNCAGED,W,TRUE,PINK,,,,,,5
ULTRABOOST UNCAGED W-LEGEND PURPLE,ULTRABOOST UNCAGED W LEGEND PURPLE,ULTRABOOST,UNCAGED,W,LEGEND,PURPLE,,,,,,5
ULTRABOOST UNCAGED W-RAW WHITE,ULTRABOOST UNCAGED W RAW WHITE,ULTRABOOST,UNCAGED,W,RAW,WHITE,,,,,,5
ULTRABOOST 19 W-CHALK WHITE,ULTRABOOST 19 W CHALK WHITE,ULTRABOOST,19,W,CHALK,WHITE,,,,,,5
ULTRABOOST 19 W-CORE BLACK,ULTRABOOST 19 W CORE BLACK,ULTRABOOST,19,W,CORE,BLACK,,,,,,5
ULTRABOOST 19 W-FTWR WHITE,ULTRABOOST 19 W FTWR WHITE,ULTRABOOST,19,W,FTWR,WHITE,,,,,,5
DURAMO 9-CARBON/CORE BLACK/GREY TWO F17,DURAMO 9 CARBON/CORE BLACK/GREY TWO F17,DURAMO,9,CARBON/CORE,BLACK/GREY,TWO,F17,,,,,6
RACER TR INF-LEGINK/VAGRME/AERPNK,RACER TR INF LEGINK/VAGRME/AERPNK,RACER,TR,INF,LEGINK/VAGRME/AERPNK,,,,,,,4
RACER TR INF-CBLACK/FTWWHT/RAWAMB,RACER TR INF CBLACK/FTWWHT/RAWAMB,RACER,TR,INF,CBLACK/FTWWHT/RAWAMB,,,,,,,4
FORTARUN X CF K-FTWWHT/FTWWHT/FTWWHT,FORTARUN X CF K FTWWHT/FTWWHT/FTWWHT,FORTARUN,X,CF,K,FTWWHT/FTWWHT/FTWWHT,,,,,,5
AEROBOUNCE ST 2 M-CORE BLACK,AEROBOUNCE ST 2 M CORE BLACK,AEROBOUNCE,ST,2,M,CORE,BLACK,,,,,6
EDGE LUX 3 W-CORE BLACK,EDGE LUX 3 W CORE BLACK,EDGE,LUX,3,W,CORE,BLACK,,,,,6
PUREBOUNCE+ STREET M-CORE BLACK/TRACE GREY MET. F17/FTWR WHITE,PUREBOUNCE+ STREET M CORE BLACK/TRACE GREY MET. F17/FTWR WHITE,PUREBOUNCE+,STREET,M,CORE,BLACK/TRACE,GREY,MET.,F17/FTWR,WHITE,,9
ARKYN W-CBLACK/CBLACK/FTWWHT,ARKYN W CBLACK/CBLACK/FTWWHT,ARKYN,W,CBLACK/CBLACK/FTWWHT,,,,,,,,3
ARKYN PK W-CLEORA/CLEORA/LINEN,ARKYN PK W CLEORA/CLEORA/LINEN,ARKYN,PK,W,CLEORA/CLEORA/LINEN,,,,,,,4
ARKYN PK W-TALC/TALC/LINEN,ARKYN PK W TALC/TALC/LINEN,ARKYN,PK,W,TALC/TALC/LINEN,,,,,,,4
ARKYN PK W-GRETWO/GRETWO/ASHGRN,ARKYN PK W GRETWO/GRETWO/ASHGRN,ARKYN,PK,W,GRETWO/GRETWO/ASHGRN,,,,,,,4
LITE RACER CLN-DKBLUE/FTWWHT/DKBLUE,LITE RACER CLN DKBLUE/FTWWHT/DKBLUE,LITE,RACER,CLN,DKBLUE/FTWWHT/DKBLUE,,,,,,,4
LITE RACER CLN-CBLACK/CBLACK/CARBON,LITE RACER CLN CBLACK/CBLACK/CARBON,LITE,RACER,CLN,CBLACK/CBLACK/CARBON,,,,,,,4
DURAMO 9-CBLACK/CBLACK/CBLACK,DURAMO 9 CBLACK/CBLACK/CBLACK,DURAMO,9,CBLACK/CBLACK/CBLACK,,,,,,,,3
CLIMACOOL 1-BRCYAN/SEFRYE/PURPLE,CLIMACOOL 1 BRCYAN/SEFRYE/PURPLE,CLIMACOOL,1,BRCYAN/SEFRYE/PURPLE,,,,,,,,3
CLIMACOOL 1-FTWWHT/FTWWHT/GUM3,CLIMACOOL 1 FTWWHT/FTWWHT/GUM3,CLIMACOOL,1,FTWWHT/FTWWHT/GUM3,,,,,,,,3
CLIMACOOL 1-COPFLA/CBLACK/GUM4,CLIMACOOL 1 COPFLA/CBLACK/GUM4,CLIMACOOL,1,COPFLA/CBLACK/GUM4,,,,,,,,3
EQT SUPPORT RF PK-FROGRN/CBLACK/EASGRN,EQT SUPPORT RF PK FROGRN/CBLACK/EASGRN,EQT,SUPPORT,RF,PK,FROGRN/CBLACK/EASGRN,,,,,,5
EQT SUPPORT RF PK-FTWWHT/CBLACK/OWHITE,EQT SUPPORT RF PK FTWWHT/CBLACK/OWHITE,EQT,SUPPORT,RF,PK,FTWWHT/CBLACK/OWHITE,,,,,,5
EQT SUPPORT RF-FTWWHT/FTWWHT/TURBO,EQT SUPPORT RF FTWWHT/FTWWHT/TURBO,EQT,SUPPORT,RF,FTWWHT/FTWWHT/TURBO,,,,,,,4
FLB W-FTWWHT/CBLACK/FTWWHT,FLB W FTWWHT/CBLACK/FTWWHT,FLB,W,FTWWHT/CBLACK/FTWWHT,,,,,,,,3
ALTASWIM C-CORPNK/FTWWHT/FTWWHT,ALTASWIM C CORPNK/FTWWHT/FTWWHT,ALTASWIM,C,CORPNK/FTWWHT/FTWWHT,,,,,,,,3
ALTASWIM G I-CORPNK/FTWWHT/FTWWHT,ALTASWIM G I CORPNK/FTWWHT/FTWWHT,ALTASWIM,G,I,CORPNK/FTWWHT/FTWWHT,,,,,,,4
ALTARUN K-CBLACK/CBLACK/DGSOGR,ALTARUN K CBLACK/CBLACK/DGSOGR,ALTARUN,K,CBLACK/CBLACK/DGSOGR,,,,,,,,3
DURAMO 8 M-MYSINK/BLUE/SYELLO,DURAMO 8 M MYSINK/BLUE/SYELLO,DURAMO,8,M,MYSINK/BLUE/SYELLO,,,,,,,4
DURAMO 8 M-CONAVY/TRABLU/FTWWHT,DURAMO 8 M CONAVY/TRABLU/FTWWHT,DURAMO,8,M,CONAVY/TRABLU/FTWWHT,,,,,,,4
DURAMO 8 W-UTIBLK/CBLACK/FTWWHT,DURAMO 8 W UTIBLK/CBLACK/FTWWHT,DURAMO,8,W,UTIBLK/CBLACK/FTWWHT,,,,,,,4
DURAMO LITE M-CBLACK/FTWWHT/FTWWHT,DURAMO LITE M CBLACK/FTWWHT/FTWWHT,DURAMO,LITE,M,CBLACK/FTWWHT/FTWWHT,,,,,,,4
DURAMO LITE M-CONAVY/TRABLU/TACYEL,DURAMO LITE M CONAVY/TRABLU/TACYEL,DURAMO,LITE,M,CONAVY/TRABLU/TACYEL,,,,,,,4
DURAMO LITE W-CBLACK/FTWWHT/FTWWHT,DURAMO LITE W CBLACK/FTWWHT/FTWWHT,DURAMO,LITE,W,CBLACK/FTWWHT/FTWWHT,,,,,,,4
DURAMO LITE W-TRABLU/SUPPUR/ENEPNK,DURAMO LITE W TRABLU/SUPPUR/ENEPNK,DURAMO,LITE,W,TRABLU/SUPPUR/ENEPNK,,,,,,,4
ENERGY CLOUD WTC M-CBLACK/UTIBLK/CBLACK,ENERGY CLOUD WTC M CBLACK/UTIBLK/CBLACK,ENERGY,CLOUD,WTC,M,CBLACK/UTIBLK/CBLACK,,,,,,5
ENERGY CLOUD WTC M-MYSINK/MYSINK/CROYAL,ENERGY CLOUD WTC M MYSINK/MYSINK/CROYAL,ENERGY,CLOUD,WTC,M,MYSINK/MYSINK/CROYAL,,,,,,5
ENERGY CLOUD WTC W-CBLACK/CBLACK/ENEAQU,ENERGY CLOUD WTC W CBLACK/CBLACK/ENEAQU,ENERGY,CLOUD,WTC,W,CBLACK/CBLACK/ENEAQU,,,,,,5
PUREBOOST XPOSE-CRYWHT/SILVMT/CBROWN,PUREBOOST XPOSE CRYWHT/SILVMT/CBROWN,PUREBOOST,XPOSE,CRYWHT/SILVMT/CBROWN,,,,,,,,3
STAN SMITH C-FTWWHT/FTWWHT/GREEN,STAN SMITH C FTWWHT/FTWWHT/GREEN,STAN,SMITH,C,FTWWHT/FTWWHT/GREEN,,,,,,,4
SUPERSTAR C-FTWWHT/CBLACK/FTWWHT,SUPERSTAR C FTWWHT/CBLACK/FTWWHT,SUPERSTAR,C,FTWWHT/CBLACK/FTWWHT,,,,,,,,3
ALTASWIM I-BLUE/FTWWHT/FTWWHT,ALTASWIM I BLUE/FTWWHT/FTWWHT,ALTASWIM,I,BLUE/FTWWHT/FTWWHT,,,,,,,,3
ALTASWIM I-CBLACK/FTWWHT/CBLACK,ALTASWIM I CBLACK/FTWWHT/CBLACK,ALTASWIM,I,CBLACK/FTWWHT/CBLACK,,,,,,,,3
ALTASWIM C-CBLACK/FTWWHT/CBLACK,ALTASWIM C CBLACK/FTWWHT/CBLACK,ALTASWIM,C,CBLACK/FTWWHT/CBLACK,,,,,,,,3
ALTASWIM C-BLUE/FTWWHT/FTWWHT,ALTASWIM C BLUE/FTWWHT/FTWWHT,ALTASWIM,C,BLUE/FTWWHT/FTWWHT,,,,,,,,3
MARVEL SPIDER-MAN CF I-SCARLE/CBLACK/FTWWHT,MARVEL SPIDER MAN CF I SCARLE/CBLACK/FTWWHT,MARVEL,SPIDER,MAN,CF,I,SCARLE/CBLACK/FTWWHT,,,,,6
MARVEL SPIDER-MAN K-SCARLE/FTWWHT/CBLACK,MARVEL SPIDER MAN K SCARLE/FTWWHT/CBLACK,MARVEL,SPIDER,MAN,K,SCARLE/FTWWHT/CBLACK,,,,,,5
ALTASPORT CF K-CBLACK/CBLACK/FTWWHT,ALTASPORT CF K CBLACK/CBLACK/FTWWHT,ALTASPORT,CF,K,CBLACK/CBLACK/FTWWHT,,,,,,,4
ALTASPORT K-CBLACK/CBLACK/FTWWHT,ALTASPORT K CBLACK/CBLACK/FTWWHT,ALTASPORT,K,CBLACK/CBLACK/FTWWHT,,,,,,,,3
COPA 17.4 FXG J-BLUE/FTWWHT/CBLACK,COPA 17.4 FXG J BLUE/FTWWHT/CBLACK,COPA,17.4,FXG,J,BLUE/FTWWHT/CBLACK,,,,,,5
STAN SMITH LEA SOCK-FTWWHT/FTWWHT/CGRANI,STAN SMITH LEA SOCK FTWWHT/FTWWHT/CGRANI,STAN,SMITH,LEA,SOCK,FTWWHT/FTWWHT/CGRANI,,,,,,5
CAMPUS W-CBLACK/CBLACK/SUPCOL,CAMPUS W CBLACK/CBLACK/SUPCOL,CAMPUS,W,CBLACK/CBLACK/SUPCOL,,,,,,,,3
CAMPUS-LGSOGR/LGSOGR/SUNGLO,CAMPUS LGSOGR/LGSOGR/SUNGLO,CAMPUS,LGSOGR/LGSOGR/SUNGLO,,,,,,,,,2
SUPERSTAR-CBLACK/CBLACK/GOLDMT,SUPERSTAR CBLACK/CBLACK/GOLDMT,SUPERSTAR,CBLACK/CBLACK/GOLDMT,,,,,,,,,2
SUPERSTAR-VINWHT/VINWHT/GOLDMT,SUPERSTAR VINWHT/VINWHT/GOLDMT,SUPERSTAR,VINWHT/VINWHT/GOLDMT,,,,,,,,,2
SUPERSTAR BOOST-FTWWHT/CBLACK/GOLDMT,SUPERSTAR BOOST FTWWHT/CBLACK/GOLDMT,SUPERSTAR,BOOST,FTWWHT/CBLACK/GOLDMT,,,,,,,,3
DURAMO SLIDE-NOBINK/NOBINK/NOBINK,DURAMO SLIDE NOBINK/NOBINK/NOBINK,DURAMO,SLIDE,NOBINK/NOBINK/NOBINK,,,,,,,,3
CONQUISTO II IN-CBLACK/FTWWHT/SOLRED,CONQUISTO II IN CBLACK/FTWWHT/SOLRED,CONQUISTO,II,IN,CBLACK/FTWWHT/SOLRED,,,,,,,4
TERREX CLIMACOOL JAWPAW LACE-UTIBLK/CBLACK/SILVMT,TERREX CLIMACOOL JAWPAW LACE UTIBLK/CBLACK/SILVMT,TERREX,CLIMACOOL,JAWPAW,LACE,UTIBLK/CBLACK/SILVMT,,,,,,5
ADILETTE COMFORT-CORE BLACK,ADILETTE COMFORT CORE BLACK,ADILETTE,COMFORT,CORE,BLACK,,,,,,,4
X PLR-LGSOGR/MGSOGR/CBLACK,X PLR LGSOGR/MGSOGR/CBLACK,X,PLR,LGSOGR/MGSOGR/CBLACK,,,,,,,,3
TERREX CC VOYAGER SLIP ON-CBLACK/VISGRE/ENERGY,TERREX CC VOYAGER SLIP ON CBLACK/VISGRE/ENERGY,TERREX,CC,VOYAGER,SLIP,ON,CBLACK/VISGRE/ENERGY,,,,,6
TERREX CC VOYAGER SLIP ON-VISGRE/CBLACK/UNILIM,TERREX CC VOYAGER SLIP ON VISGRE/CBLACK/UNILIM,TERREX,CC,VOYAGER,SLIP,ON,VISGRE/CBLACK/UNILIM,,,,,6
